company,year,Assets,NetIncomeLoss,Liabilities,ROA,DebtRatio,CPIAUCSL,UNRATE,Close
Apple,2014,231839000000.0,39510000000.0,120292000000.0,0.1704199897342552,0.5188600709975457,236.028,6.7,20.286526587301587
Apple,2014,231839000000.0,39510000000.0,120292000000.0,0.1704199897342552,0.5188600709975457,236.468,6.2,20.286526587301587
Apple,2014,231839000000.0,39510000000.0,120292000000.0,0.1704199897342552,0.5188600709975457,236.918,6.3,20.286526587301587
Apple,2014,231839000000.0,39510000000.0,120292000000.0,0.1704199897342552,0.5188600709975457,237.231,6.1,20.286526587301587
Apple,2014,231839000000.0,39510000000.0,120292000000.0,0.1704199897342552,0.5188600709975457,237.498,6.2,20.286526587301587
Apple,2014,231839000000.0,39510000000.0,120292000000.0,0.1704199897342552,0.5188600709975457,237.46,6.1,20.286526587301587
Apple,2014,231839000000.0,39510000000.0,120292000000.0,0.1704199897342552,0.5188600709975457,237.477,5.9,20.286526587301587
Apple,2014,231839000000.0,39510000000.0,120292000000.0,0.1704199897342552,0.5188600709975457,237.43,5.7,20.286526587301587
Apple,2014,231839000000.0,39510000000.0,120292000000.0,0.1704199897342552,0.5188600709975457,236.983,5.8,20.286526587301587
Apple,2014,231839000000.0,39510000000.0,120292000000.0,0.1704199897342552,0.5188600709975457,236.252,5.6,20.286526587301587
Apple,2014,231839000000.0,8467000000.0,120292000000.0,0.0365210339934178,0.5188600709975457,235.288,6.6,20.286526587301587
Apple,2014,231839000000.0,8467000000.0,120292000000.0,0.0365210339934178,0.5188600709975457,235.547,6.7,20.286526587301587
Apple,2014,231839000000.0,8467000000.0,120292000000.0,0.0365210339934178,0.5188600709975457,236.028,6.7,20.286526587301587
Apple,2014,231839000000.0,8467000000.0,120292000000.0,0.0365210339934178,0.5188600709975457,236.468,6.2,20.286526587301587
Apple,2014,231839000000.0,8467000000.0,120292000000.0,0.0365210339934178,0.5188600709975457,236.918,6.3,20.286526587301587
Apple,2014,231839000000.0,8467000000.0,120292000000.0,0.0365210339934178,0.5188600709975457,237.231,6.1,20.286526587301587
Apple,2014,231839000000.0,8467000000.0,120292000000.0,0.0365210339934178,0.5188600709975457,237.498,6.2,20.286526587301587
Apple,2014,231839000000.0,8467000000.0,120292000000.0,0.0365210339934178,0.5188600709975457,237.46,6.1,20.286526587301587
Apple,2014,231839000000.0,8467000000.0,120292000000.0,0.0365210339934178,0.5188600709975457,237.477,5.9,20.286526587301587
Apple,2014,231839000000.0,8467000000.0,120292000000.0,0.0365210339934178,0.5188600709975457,237.43,5.7,20.286526587301587
Apple,2014,231839000000.0,8467000000.0,120292000000.0,0.0365210339934178,0.5188600709975457,236.983,5.8,20.286526587301587
Apple,2014,231839000000.0,8467000000.0,120292000000.0,0.0365210339934178,0.5188600709975457,236.252,5.6,20.286526587301587
Apple,2014,261894000000.0,18024000000.0,138566000000.0,0.0688217370386492,0.5290919226862777,235.288,6.6,20.286526587301587
Apple,2014,261894000000.0,18024000000.0,138566000000.0,0.0688217370386492,0.5290919226862777,235.547,6.7,20.286526587301587
Apple,2014,261894000000.0,18024000000.0,138566000000.0,0.0688217370386492,0.5290919226862777,236.028,6.7,20.286526587301587
Apple,2014,261894000000.0,18024000000.0,138566000000.0,0.0688217370386492,0.5290919226862777,236.468,6.2,20.286526587301587
Apple,2014,261894000000.0,18024000000.0,138566000000.0,0.0688217370386492,0.5290919226862777,236.918,6.3,20.286526587301587
Apple,2014,261894000000.0,18024000000.0,138566000000.0,0.0688217370386492,0.5290919226862777,237.231,6.1,20.286526587301587
Apple,2014,261894000000.0,18024000000.0,138566000000.0,0.0688217370386492,0.5290919226862777,237.498,6.2,20.286526587301587
Apple,2014,261894000000.0,18024000000.0,138566000000.0,0.0688217370386492,0.5290919226862777,237.46,6.1,20.286526587301587
Apple,2014,261894000000.0,18024000000.0,138566000000.0,0.0688217370386492,0.5290919226862777,237.477,5.9,20.286526587301587
Apple,2014,261894000000.0,18024000000.0,138566000000.0,0.0688217370386492,0.5290919226862777,237.43,5.7,20.286526587301587
Apple,2014,261894000000.0,18024000000.0,138566000000.0,0.0688217370386492,0.5290919226862777,236.983,5.8,20.286526587301587
Apple,2014,261894000000.0,18024000000.0,138566000000.0,0.0688217370386492,0.5290919226862777,236.252,5.6,20.286526587301587
Apple,2015,261194000000.0,31593000000.0,132188000000.0,0.1209560709664081,0.5060912578390009,234.747,5.7,26.84316825396825
Apple,2015,261194000000.0,31593000000.0,132188000000.0,0.1209560709664081,0.5060912578390009,235.342,5.5,26.84316825396825
Apple,2015,261194000000.0,31593000000.0,132188000000.0,0.1209560709664081,0.5060912578390009,235.976,5.4,26.84316825396825
Apple,2015,261194000000.0,31593000000.0,132188000000.0,0.1209560709664081,0.5060912578390009,236.222,5.4,26.84316825396825
Apple,2015,261194000000.0,31593000000.0,132188000000.0,0.1209560709664081,0.5060912578390009,237.001,5.6,26.84316825396825
Apple,2015,261194000000.0,31593000000.0,132188000000.0,0.1209560709664081,0.5060912578390009,237.657,5.3,26.84316825396825
Apple,2015,261194000000.0,31593000000.0,132188000000.0,0.1209560709664081,0.5060912578390009,238.034,5.2,26.84316825396825
Apple,2015,261194000000.0,31593000000.0,132188000000.0,0.1209560709664081,0.5060912578390009,238.033,5.1,26.84316825396825
Apple,2015,261194000000.0,31593000000.0,132188000000.0,0.1209560709664081,0.5060912578390009,237.498,5.0,26.84316825396825
Apple,2015,261194000000.0,31593000000.0,132188000000.0,0.1209560709664081,0.5060912578390009,237.733,5.0,26.84316825396825
Apple,2015,261194000000.0,31593000000.0,132188000000.0,0.1209560709664081,0.5060912578390009,238.017,5.1,26.84316825396825
Apple,2015,261194000000.0,31593000000.0,132188000000.0,0.1209560709664081,0.5060912578390009,237.761,5.0,26.84316825396825
Apple,2015,261194000000.0,13569000000.0,132188000000.0,0.0519498916514161,0.5060912578390009,234.747,5.7,26.84316825396825
Apple,2015,261194000000.0,13569000000.0,132188000000.0,0.0519498916514161,0.5060912578390009,235.342,5.5,26.84316825396825
Apple,2015,261194000000.0,13569000000.0,132188000000.0,0.0519498916514161,0.5060912578390009,235.976,5.4,26.84316825396825
Apple,2015,261194000000.0,13569000000.0,132188000000.0,0.0519498916514161,0.5060912578390009,236.222,5.4,26.84316825396825
Apple,2015,261194000000.0,13569000000.0,132188000000.0,0.0519498916514161,0.5060912578390009,237.001,5.6,26.84316825396825
Apple,2015,261194000000.0,13569000000.0,132188000000.0,0.0519498916514161,0.5060912578390009,237.657,5.3,26.84316825396825
Apple,2015,261194000000.0,13569000000.0,132188000000.0,0.0519498916514161,0.5060912578390009,238.034,5.2,26.84316825396825
Apple,2015,261194000000.0,13569000000.0,132188000000.0,0.0519498916514161,0.5060912578390009,238.033,5.1,26.84316825396825
Apple,2015,261194000000.0,13569000000.0,132188000000.0,0.0519498916514161,0.5060912578390009,237.498,5.0,26.84316825396825
Apple,2015,261194000000.0,13569000000.0,132188000000.0,0.0519498916514161,0.5060912578390009,237.733,5.0,26.84316825396825
Apple,2015,261194000000.0,13569000000.0,132188000000.0,0.0519498916514161,0.5060912578390009,238.017,5.1,26.84316825396825
Apple,2015,261194000000.0,13569000000.0,132188000000.0,0.0519498916514161,0.5060912578390009,237.761,5.0,26.84316825396825
Apple,2015,273151000000.0,42270000000.0,147474000000.0,0.1547495707502443,0.5398991766458845,234.747,5.7,26.84316825396825
Apple,2015,273151000000.0,42270000000.0,147474000000.0,0.1547495707502443,0.5398991766458845,235.342,5.5,26.84316825396825
Apple,2015,273151000000.0,42270000000.0,147474000000.0,0.1547495707502443,0.5398991766458845,235.976,5.4,26.84316825396825
Apple,2015,273151000000.0,42270000000.0,147474000000.0,0.1547495707502443,0.5398991766458845,236.222,5.4,26.84316825396825
Apple,2015,273151000000.0,42270000000.0,147474000000.0,0.1547495707502443,0.5398991766458845,237.001,5.6,26.84316825396825
Apple,2015,273151000000.0,42270000000.0,147474000000.0,0.1547495707502443,0.5398991766458845,237.657,5.3,26.84316825396825
Apple,2015,273151000000.0,42270000000.0,147474000000.0,0.1547495707502443,0.5398991766458845,238.034,5.2,26.84316825396825
Apple,2015,273151000000.0,42270000000.0,147474000000.0,0.1547495707502443,0.5398991766458845,238.033,5.1,26.84316825396825
Apple,2015,273151000000.0,42270000000.0,147474000000.0,0.1547495707502443,0.5398991766458845,237.498,5.0,26.84316825396825
Apple,2015,273151000000.0,42270000000.0,147474000000.0,0.1547495707502443,0.5398991766458845,237.733,5.0,26.84316825396825
Apple,2015,273151000000.0,42270000000.0,147474000000.0,0.1547495707502443,0.5398991766458845,238.017,5.1,26.84316825396825
Apple,2015,273151000000.0,42270000000.0,147474000000.0,0.1547495707502443,0.5398991766458845,237.761,5.0,26.84316825396825
Apple,2015,273151000000.0,10677000000.0,147474000000.0,0.0390882698580638,0.5398991766458845,234.747,5.7,26.84316825396825
Apple,2015,273151000000.0,10677000000.0,147474000000.0,0.0390882698580638,0.5398991766458845,235.342,5.5,26.84316825396825
Apple,2015,273151000000.0,10677000000.0,147474000000.0,0.0390882698580638,0.5398991766458845,235.976,5.4,26.84316825396825
Apple,2015,273151000000.0,10677000000.0,147474000000.0,0.0390882698580638,0.5398991766458845,236.222,5.4,26.84316825396825
Apple,2015,273151000000.0,10677000000.0,147474000000.0,0.0390882698580638,0.5398991766458845,237.001,5.6,26.84316825396825
Apple,2015,273151000000.0,10677000000.0,147474000000.0,0.0390882698580638,0.5398991766458845,237.657,5.3,26.84316825396825
Apple,2015,273151000000.0,10677000000.0,147474000000.0,0.0390882698580638,0.5398991766458845,238.034,5.2,26.84316825396825
Apple,2015,273151000000.0,10677000000.0,147474000000.0,0.0390882698580638,0.5398991766458845,238.033,5.1,26.84316825396825
Apple,2015,273151000000.0,10677000000.0,147474000000.0,0.0390882698580638,0.5398991766458845,237.498,5.0,26.84316825396825
Apple,2015,273151000000.0,10677000000.0,147474000000.0,0.0390882698580638,0.5398991766458845,237.733,5.0,26.84316825396825
Apple,2015,273151000000.0,10677000000.0,147474000000.0,0.0390882698580638,0.5398991766458845,238.017,5.1,26.84316825396825
Apple,2015,273151000000.0,10677000000.0,147474000000.0,0.0390882698580638,0.5398991766458845,237.761,5.0,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,171124000000.0,0.1838136319665105,0.5891097118896719,234.747,5.7,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,171124000000.0,0.1838136319665105,0.5891097118896719,235.342,5.5,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,171124000000.0,0.1838136319665105,0.5891097118896719,235.976,5.4,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,171124000000.0,0.1838136319665105,0.5891097118896719,236.222,5.4,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,171124000000.0,0.1838136319665105,0.5891097118896719,237.001,5.6,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,171124000000.0,0.1838136319665105,0.5891097118896719,237.657,5.3,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,171124000000.0,0.1838136319665105,0.5891097118896719,238.034,5.2,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,171124000000.0,0.1838136319665105,0.5891097118896719,238.033,5.1,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,171124000000.0,0.1838136319665105,0.5891097118896719,237.498,5.0,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,171124000000.0,0.1838136319665105,0.5891097118896719,237.733,5.0,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,171124000000.0,0.1838136319665105,0.5891097118896719,238.017,5.1,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,171124000000.0,0.1838136319665105,0.5891097118896719,237.761,5.0,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,170990000000.0,0.1838136319665105,0.5886484048760839,234.747,5.7,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,170990000000.0,0.1838136319665105,0.5886484048760839,235.342,5.5,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,170990000000.0,0.1838136319665105,0.5886484048760839,235.976,5.4,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,170990000000.0,0.1838136319665105,0.5886484048760839,236.222,5.4,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,170990000000.0,0.1838136319665105,0.5886484048760839,237.001,5.6,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,170990000000.0,0.1838136319665105,0.5886484048760839,237.657,5.3,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,170990000000.0,0.1838136319665105,0.5886484048760839,238.034,5.2,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,170990000000.0,0.1838136319665105,0.5886484048760839,238.033,5.1,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,170990000000.0,0.1838136319665105,0.5886484048760839,237.498,5.0,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,170990000000.0,0.1838136319665105,0.5886484048760839,237.733,5.0,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,170990000000.0,0.1838136319665105,0.5886484048760839,238.017,5.1,26.84316825396825
Apple,2015,290479000000.0,53394000000.0,170990000000.0,0.1838136319665105,0.5886484048760839,237.761,5.0,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,171124000000.0,0.0382953673071031,0.5891097118896719,234.747,5.7,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,171124000000.0,0.0382953673071031,0.5891097118896719,235.342,5.5,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,171124000000.0,0.0382953673071031,0.5891097118896719,235.976,5.4,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,171124000000.0,0.0382953673071031,0.5891097118896719,236.222,5.4,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,171124000000.0,0.0382953673071031,0.5891097118896719,237.001,5.6,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,171124000000.0,0.0382953673071031,0.5891097118896719,237.657,5.3,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,171124000000.0,0.0382953673071031,0.5891097118896719,238.034,5.2,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,171124000000.0,0.0382953673071031,0.5891097118896719,238.033,5.1,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,171124000000.0,0.0382953673071031,0.5891097118896719,237.498,5.0,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,171124000000.0,0.0382953673071031,0.5891097118896719,237.733,5.0,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,171124000000.0,0.0382953673071031,0.5891097118896719,238.017,5.1,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,171124000000.0,0.0382953673071031,0.5891097118896719,237.761,5.0,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,170990000000.0,0.0382953673071031,0.5886484048760839,234.747,5.7,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,170990000000.0,0.0382953673071031,0.5886484048760839,235.342,5.5,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,170990000000.0,0.0382953673071031,0.5886484048760839,235.976,5.4,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,170990000000.0,0.0382953673071031,0.5886484048760839,236.222,5.4,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,170990000000.0,0.0382953673071031,0.5886484048760839,237.001,5.6,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,170990000000.0,0.0382953673071031,0.5886484048760839,237.657,5.3,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,170990000000.0,0.0382953673071031,0.5886484048760839,238.034,5.2,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,170990000000.0,0.0382953673071031,0.5886484048760839,238.033,5.1,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,170990000000.0,0.0382953673071031,0.5886484048760839,237.498,5.0,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,170990000000.0,0.0382953673071031,0.5886484048760839,237.733,5.0,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,170990000000.0,0.0382953673071031,0.5886484048760839,238.017,5.1,26.84316825396825
Apple,2015,290479000000.0,11124000000.0,170990000000.0,0.0382953673071031,0.5886484048760839,237.761,5.0,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,171124000000.0,0.1838984656184883,0.5893815977543956,234.747,5.7,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,171124000000.0,0.1838984656184883,0.5893815977543956,235.342,5.5,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,171124000000.0,0.1838984656184883,0.5893815977543956,235.976,5.4,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,171124000000.0,0.1838984656184883,0.5893815977543956,236.222,5.4,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,171124000000.0,0.1838984656184883,0.5893815977543956,237.001,5.6,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,171124000000.0,0.1838984656184883,0.5893815977543956,237.657,5.3,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,171124000000.0,0.1838984656184883,0.5893815977543956,238.034,5.2,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,171124000000.0,0.1838984656184883,0.5893815977543956,238.033,5.1,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,171124000000.0,0.1838984656184883,0.5893815977543956,237.498,5.0,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,171124000000.0,0.1838984656184883,0.5893815977543956,237.733,5.0,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,171124000000.0,0.1838984656184883,0.5893815977543956,238.017,5.1,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,171124000000.0,0.1838984656184883,0.5893815977543956,237.761,5.0,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,170990000000.0,0.1838984656184883,0.5889200778384336,234.747,5.7,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,170990000000.0,0.1838984656184883,0.5889200778384336,235.342,5.5,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,170990000000.0,0.1838984656184883,0.5889200778384336,235.976,5.4,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,170990000000.0,0.1838984656184883,0.5889200778384336,236.222,5.4,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,170990000000.0,0.1838984656184883,0.5889200778384336,237.001,5.6,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,170990000000.0,0.1838984656184883,0.5889200778384336,237.657,5.3,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,170990000000.0,0.1838984656184883,0.5889200778384336,238.034,5.2,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,170990000000.0,0.1838984656184883,0.5889200778384336,238.033,5.1,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,170990000000.0,0.1838984656184883,0.5889200778384336,237.498,5.0,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,170990000000.0,0.1838984656184883,0.5889200778384336,237.733,5.0,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,170990000000.0,0.1838984656184883,0.5889200778384336,238.017,5.1,26.84316825396825
Apple,2015,290345000000.0,53394000000.0,170990000000.0,0.1838984656184883,0.5889200778384336,237.761,5.0,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,171124000000.0,0.0383130413818044,0.5893815977543956,234.747,5.7,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,171124000000.0,0.0383130413818044,0.5893815977543956,235.342,5.5,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,171124000000.0,0.0383130413818044,0.5893815977543956,235.976,5.4,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,171124000000.0,0.0383130413818044,0.5893815977543956,236.222,5.4,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,171124000000.0,0.0383130413818044,0.5893815977543956,237.001,5.6,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,171124000000.0,0.0383130413818044,0.5893815977543956,237.657,5.3,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,171124000000.0,0.0383130413818044,0.5893815977543956,238.034,5.2,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,171124000000.0,0.0383130413818044,0.5893815977543956,238.033,5.1,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,171124000000.0,0.0383130413818044,0.5893815977543956,237.498,5.0,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,171124000000.0,0.0383130413818044,0.5893815977543956,237.733,5.0,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,171124000000.0,0.0383130413818044,0.5893815977543956,238.017,5.1,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,171124000000.0,0.0383130413818044,0.5893815977543956,237.761,5.0,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,170990000000.0,0.0383130413818044,0.5889200778384336,234.747,5.7,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,170990000000.0,0.0383130413818044,0.5889200778384336,235.342,5.5,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,170990000000.0,0.0383130413818044,0.5889200778384336,235.976,5.4,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,170990000000.0,0.0383130413818044,0.5889200778384336,236.222,5.4,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,170990000000.0,0.0383130413818044,0.5889200778384336,237.001,5.6,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,170990000000.0,0.0383130413818044,0.5889200778384336,237.657,5.3,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,170990000000.0,0.0383130413818044,0.5889200778384336,238.034,5.2,26.84316825396825
Apple,2015,290345000000.0,11124000000.0,170990000000.0,0.0383130413818044,0.5889200778384336,238.033,5.1,26.84316825396825
